Payment_ID,Payment_Date,Month,Student_ID,Subject,Level,Tutor,Payment_Method,Course_Fee,Discount,Amount_Paid,Payment_Status,Student_Status,Year,Quarter,Month_Name,Week,Day
PAY01941,2/22/2025,February,STU0013,TOEFL,Intermediate,John,Bank Transfer,650000,0,650000,Unpaid,Active,2025,1,February,8,Saturday
PAY01942,4/26/2025,April,STU0057,TOEFL,Beginner,David,Bank Transfer,500000,100000,400000,Paid,Active,2025,2,April,17,Saturday
PAY01943,3/2/2025,March,STU0092,English,Advanced,Emily,E-Wallet,500000,0,500000,Paid,Active,2025,1,March,9,Sunday
PAY01944,3/18/2025,March,STU0054,Speaking,Intermediate,Emily,Bank Transfer,5000000,50000,4950000,Paid,Active,2025,1,March,12,Tuesday
PAY01945,1/2/2025,January,STU0229,English,Beginner,Sarah,E-Wallet,650000,50000,600000,Unpaid,Active,2025,1,January,1,Thursday
PAY01946,3/16/2025,March,STU0198,Grammar,Intermediate,John,Bank Transfer,700000,25000,675000,Unpaid,Active,2025,1,March,11,Sunday
PAY01947,11/5/2025,November,STU0197,English,Advanced,John,E-Wallet,650000,0,650000,Paid,Active,2025,4,November,45,Wednesday
PAY01948,9/30/2025,September,STU0216,TOEFL,Advanced,Sarah,Bank Transfer,750000,0,750000,Unpaid,Active,2025,3,September,40,Tuesday
PAY01949,4/15/2025,April,STU0069,Math,Beginner,Emily,Bank Transfer,700000,-50000,750000,Paid,Active,2025,2,April,16,Tuesday
PAY01950,8/24/2025,August,STU0424,TOEFL,Beginner,Michael,Cash,5000000,100000,4900000,Paid,Inactive,2025,3,August,34,Sunday
PAY01951,7/13/2025,July,STU0055,Math,Intermediate,Unknown,Unknown,750000,50000,700000,Paid,Active,2025,3,July,28,Sunday
PAY01952,3/17/2025,March,STU0007,English,Beginner,Michael,Bank Transfer,650000,0,650000,Paid,Inactive,2025,1,March,12,Monday
PAY01953,9/28/2025,September,STU0228,English,Intermediate,Sarah,Bank Transfer,750000,100000,650000,Paid,Active,2025,3,September,39,Sunday
PAY01954,11/6/2025,November,STU0427,English,Advanced,John,E-Wallet,5000000,25000,-4975000,Paid,Active,2025,4,November,45,Thursday
PAY01955,10/20/2025,October,STU0140,Math,Advanced,John,Bank Transfer,650000,100000,550000,Paid,Inactive,2025,4,October,43,Monday
PAY01956,7/25/2025,July,STU0382,Math,Advanced,John,Bank Transfer,650000,100000,550000,Unpaid,Active,2025,3,July,30,Friday
PAY01957,7/14/2025,July,STU0100,Speaking,Beginner,Sarah,Cash,500000,50000,450000,Unpaid,Active,2025,3,July,29,Monday
PAY01958,1/15/2025,January,STU0034,TOEFL,Advanced,John,Unknown,700000,25000,675000,Unpaid,Inactive,2025,1,January,3,Wednesday
PAY01959,10/10/2025,October,STU0292,English,Advanced,John,Cash,500000,25000,475000,Paid,Active,2025,4,October,41,Friday
PAY01960,2/17/2025,February,STU0491,English,Advanced,Linda,Bank Transfer,500000,50000,450000,Unpaid,Active,2025,1,February,8,Monday
PAY01961,3/8/2025,March,STU0258,Math,Advanced,Michael,Cash,700000,100000,600000,Paid,Active,2025,1,March,10,Saturday
PAY01962,9/2/2025,September,STU0238,Math,Advanced,Sarah,Cash,700000,25000,675000,Paid,Inactive,2025,3,September,36,Tuesday
PAY01963,12/15/2025,December,STU0374,Grammar,Intermediate,Michael,Bank Transfer,650000,-50000,700000,Unpaid,Active,2025,4,December,51,Monday
PAY01964,11/16/2025,November,STU0199,TOEFL,Beginner,Unknown,E-Wallet,500000,0,500000,Paid,Inactive,2025,4,November,46,Sunday
PAY01965,10/18/2025,October,STU0446,Speaking,Advanced,Sarah,Bank Transfer,500000,0,500000,Paid,Active,2025,4,October,42,Saturday
PAY01966,6/10/2025,June,STU0296,Grammar,Intermediate,Sarah,Cash,700000,25000,675000,Paid,Active,2025,2,June,24,Tuesday
PAY01967,5/13/2025,May,STU0072,Math,Advanced,John,Cash,700000,100000,600000,Unpaid,Active,2025,2,May,20,Tuesday
PAY01968,7/25/2025,July,STU0188,Grammar,Intermediate,Sarah,Cash,5000000,0,5000000,Unpaid,Active,2025,3,July,30,Friday
PAY01969,5/15/2025,May,STU0405,TOEFL,Advanced,Sarah,Cash,5000000,0,5000000,Paid,Active,2025,2,May,20,Thursday
PAY01970,5/29/2025,May,STU0038,TOEFL,Intermediate,John,Cash,650000,-50000,700000,Paid,Active,2025,2,May,22,Thursday
PAY01971,8/27/2025,August,STU0093,Math,Intermediate,John,Bank Transfer,5000000,100000,4900000,Unpaid,Active,2025,3,August,35,Wednesday
PAY01972,2/3/2025,February,STU0360,English,Beginner,David,Bank Transfer,700000,-50000,750000,Paid,Inactive,2025,1,February,6,Monday
PAY01973,8/29/2025,August,STU0308,English,Beginner,Emily,Unknown,650000,50000,600000,Unpaid,Active,2025,3,August,35,Friday
PAY01974,4/20/2025,April,STU0351,English,Intermediate,David,Cash,650000,0,650000,Paid,Active,2025,2,April,16,Sunday
PAY01975,3/14/2025,March,STU0448,English,Intermediate,Sarah,Bank Transfer,700000,100000,600000,Paid,Active,2025,1,March,11,Friday
PAY01976,4/5/2025,April,STU0386,Speaking,Beginner,Linda,Bank Transfer,500000,100000,400000,Unpaid,Active,2025,2,April,14,Saturday
PAY01977,9/1/2025,September,STU0293,English,Beginner,Sarah,Unknown,750000,50000,700000,Paid,Inactive,2025,3,September,36,Monday
PAY01978,2/9/2025,February,STU0481,Grammar,Beginner,Michael,Bank Transfer,700000,0,700000,Paid,Active,2025,1,February,6,Sunday
PAY01979,6/12/2025,June,STU0002,English,Beginner,John,Cash,750000,50000,700000,Paid,Active,2025,2,June,24,Thursday
PAY01980,1/19/2025,January,STU0397,IELTS,Advanced,John,Bank Transfer,650000,100000,550000,Unpaid,Inactive,2025,1,January,3,Sunday
PAY01981,4/8/2025,April,STU0460,Speaking,Advanced,Sarah,Cash,700000,50000,-650000,Unpaid,Active,2025,2,April,15,Tuesday
PAY01982,7/31/2025,July,STU0219,Grammar,Beginner,Michael,Bank Transfer,700000,50000,650000,Unpaid,Active,2025,3,July,31,Thursday
PAY01983,4/1/2025,April,STU0433,English,Advanced,David,Cash,5000000,100000,4900000,Paid,Active,2025,2,April,14,Tuesday
PAY01984,2/14/2025,February,STU0478,English,Beginner,John,Cash,500000,0,500000,Paid,Active,2025,1,February,7,Friday
PAY01985,11/21/2025,November,STU0342,Speaking,Intermediate,Linda,Bank Transfer,5000000,-50000,5050000,Unpaid,Active,2025,4,November,47,Friday
PAY01986,2/28/2025,February,STU0407,English,Intermediate,John,Cash,750000,0,750000,Unpaid,Inactive,2025,1,February,9,Friday
PAY01987,9/17/2025,September,STU0430,English,Advanced,Linda,Cash,700000,0,700000,Unpaid,Active,2025,3,September,38,Wednesday
PAY01988,1/8/2025,January,STU0266,Grammar,Intermediate,Michael,E-Wallet,650000,50000,600000,Unpaid,Inactive,2025,1,January,2,Wednesday
PAY01989,10/12/2025,October,STU0425,English,Advanced,John,Bank Transfer,650000,-50000,700000,Paid,Active,2025,4,October,41,Sunday
PAY01990,3/30/2025,March,STU0119,Math,Advanced,Michael,E-Wallet,700000,-50000,750000,Paid,Active,2025,1,March,13,Sunday
PAY01991,11/18/2025,November,STU0105,Math,Beginner,John,Bank Transfer,5000000,25000,4975000,Paid,Inactive,2025,4,November,47,Tuesday
PAY01992,1/15/2025,January,STU0376,IELTS,Intermediate,Emily,Bank Transfer,5000000,100000,4900000,Paid,Inactive,2025,1,January,3,Wednesday
PAY01993,6/2/2025,June,STU0414,English,Intermediate,John,Bank Transfer,5000000,25000,4975000,Paid,Inactive,2025,2,June,23,Monday
PAY01994,11/18/2025,November,STU0475,Math,Beginner,Michael,Bank Transfer,5000000,0,5000000,Unpaid,Inactive,2025,4,November,47,Tuesday
PAY01995,2/17/2025,February,STU0107,English,Beginner,John,Unknown,750000,50000,700000,Paid,Active,2025,1,February,8,Monday
PAY01996,2/7/2025,February,STU0193,Grammar,Advanced,John,Unknown,500000,25000,475000,Paid,Inactive,2025,1,February,6,Friday
PAY01997,6/2/2025,June,STU0311,English,Beginner,Emily,Bank Transfer,650000,0,650000,Unpaid,Active,2025,2,June,23,Monday
PAY01998,3/23/2025,March,STU0275,English,Advanced,Sarah,Unknown,500000,25000,475000,Paid,Inactive,2025,1,March,12,Sunday
PAY01999,7/6/2025,July,STU0113,Math,Advanced,Michael,Bank Transfer,650000,0,650000,Unpaid,Active,2025,3,July,27,Sunday
PAY02000,4/13/2025,April,STU0151,English,Advanced,John,Bank Transfer,700000,0,700000,Paid,Active,2025,2,April,15,Sunday
PAY02001,4/9/2025,April,STU0455,Speaking,Intermediate,Sarah,E-Wallet,650000,25000,625000,Paid,Active,2025,2,April,15,Wednesday
PAY02002,3/26/2025,March,STU0217,Speaking,Intermediate,Unknown,Cash,750000,100000,650000,Paid,Active,2025,1,March,13,Wednesday
PAY02003,8/8/2025,August,STU0324,Math,Intermediate,Michael,Cash,5000000,50000,4950000,Paid,Active,2025,3,August,32,Friday
PAY02004,10/28/2025,October,STU0331,Grammar,Intermediate,John,Cash,700000,-50000,750000,Paid,Active,2025,4,October,44,Tuesday
PAY02005,8/8/2025,August,STU0337,Grammar,Intermediate,Michael,Unknown,700000,25000,675000,Unpaid,Active,2025,3,August,32,Friday
PAY02006,1/5/2025,January,STU0239,Grammar,Beginner,Sarah,Cash,500000,0,500000,Unpaid,Active,2025,1,January,1,Sunday
PAY02007,11/5/2025,November,STU0143,Math,Advanced,John,Cash,5000000,25000,4975000,Unpaid,Active,2025,4,November,45,Wednesday
PAY02008,6/13/2025,June,STU0256,English,Intermediate,John,Cash,650000,0,650000,Paid,Active,2025,2,June,24,Friday
PAY02009,3/29/2025,March,STU0011,Speaking,Beginner,Unknown,Cash,5000000,100000,4900000,Unpaid,Active,2025,1,March,13,Saturday
PAY02010,3/9/2025,March,STU0021,Grammar,Advanced,John,Cash,500000,-50000,550000,Unpaid,Active,2025,1,March,10,Sunday
PAY02011,8/1/2025,August,STU0205,Math,Advanced,Emily,Bank Transfer,700000,50000,650000,Paid,Active,2025,3,August,31,Friday
PAY02012,7/21/2025,July,STU0496,Math,Intermediate,Unknown,Cash,750000,100000,650000,Paid,Inactive,2025,3,July,30,Monday
PAY02013,1/25/2025,January,STU0442,English,Beginner,Michael,Cash,650000,0,650000,Paid,Active,2025,1,January,4,Saturday
PAY02014,10/3/2025,October,STU0023,Math,Beginner,David,Cash,500000,50000,450000,Unpaid,Active,2025,4,October,40,Friday
PAY02015,12/19/2025,December,STU0071,English,Beginner,Michael,Bank Transfer,700000,0,700000,Paid,Active,2025,4,December,51,Friday
PAY02016,11/23/2025,November,STU0296,English,Advanced,John,Bank Transfer,500000,-50000,550000,Unpaid,Active,2025,4,November,47,Sunday
PAY02017,4/26/2025,April,STU0181,TOEFL,Advanced,Linda,Cash,700000,50000,650000,Paid,Active,2025,2,April,17,Saturday
PAY02018,9/11/2025,September,STU0240,English,Beginner,John,Cash,650000,0,650000,Unpaid,Inactive,2025,3,September,37,Thursday
PAY02019,10/30/2025,October,STU0079,Math,Beginner,Linda,Bank Transfer,700000,0,700000,Unpaid,Active,2025,4,October,44,Thursday
PAY02020,11/14/2025,November,STU0217,IELTS,Advanced,David,Unknown,750000,25000,725000,Paid,Active,2025,4,November,46,Friday
PAY02021,3/17/2025,March,STU0009,English,Beginner,David,Cash,500000,0,500000,Unpaid,Active,2025,1,March,12,Monday
PAY02022,6/30/2025,June,STU0221,TOEFL,Beginner,John,E-Wallet,500000,-50000,550000,Unpaid,Active,2025,2,June,27,Monday
PAY02023,1/28/2025,January,STU0333,English,Advanced,John,Bank Transfer,700000,50000,650000,Unpaid,Inactive,2025,1,January,5,Tuesday
PAY02024,7/26/2025,July,STU0253,English,Beginner,John,Cash,5000000,50000,4950000,Paid,Active,2025,3,July,30,Saturday
PAY02025,4/23/2025,April,STU0123,Math,Advanced,Sarah,Bank Transfer,500000,0,500000,Paid,Active,2025,2,April,17,Wednesday
PAY02026,7/20/2025,July,STU0451,Speaking,Intermediate,Linda,Bank Transfer,500000,25000,475000,Paid,Active,2025,3,July,29,Sunday
PAY02027,11/23/2025,November,STU0049,IELTS,Advanced,Unknown,Bank Transfer,5000000,50000,4950000,Paid,Active,2025,4,November,47,Sunday
PAY02028,12/19/2025,December,STU0086,IELTS,Intermediate,John,Bank Transfer,650000,50000,600000,Paid,Active,2025,4,December,51,Friday
PAY02029,8/8/2025,August,STU0452,Math,Beginner,John,E-Wallet,500000,25000,475000,Unpaid,Active,2025,3,August,32,Friday
PAY02030,10/26/2025,October,STU0024,English,Advanced,David,Unknown,750000,25000,725000,Paid,Inactive,2025,4,October,43,Sunday
PAY02031,3/17/2025,March,STU0172,English,Intermediate,Emily,E-Wallet,500000,50000,450000,Unpaid,Active,2025,1,March,12,Monday
PAY02032,5/10/2025,May,STU0155,Grammar,Advanced,Unknown,Bank Transfer,750000,0,750000,Paid,Active,2025,2,May,19,Saturday
PAY02033,12/18/2025,December,STU0338,IELTS,Intermediate,John,Cash,650000,100000,550000,Paid,Active,2025,4,December,51,Thursday
PAY02034,7/4/2025,July,STU0194,Math,Intermediate,Sarah,Bank Transfer,500000,25000,475000,Paid,Inactive,2025,3,July,27,Friday
PAY02035,5/16/2025,May,STU0484,Speaking,Intermediate,Linda,Cash,700000,100000,600000,Paid,Active,2025,2,May,20,Friday
PAY02036,11/10/2025,November,STU0406,Grammar,Intermediate,Sarah,Cash,750000,100000,650000,Unpaid,Inactive,2025,4,November,46,Monday
PAY02037,8/27/2025,August,STU0341,IELTS,Intermediate,John,Bank Transfer,5000000,50000,4950000,Paid,Active,2025,3,August,35,Wednesday
PAY02038,1/8/2025,January,STU0304,Math,Beginner,John,Bank Transfer,500000,25000,475000,Paid,Active,2025,1,January,2,Wednesday
PAY02039,6/30/2025,June,STU0450,Speaking,Advanced,Sarah,Bank Transfer,500000,50000,450000,Paid,Active,2025,2,June,27,Monday
PAY02040,3/15/2025,March,STU0149,TOEFL,Beginner,John,Bank Transfer,750000,-50000,800000,Paid,Active,2025,1,March,11,Saturday
PAY02041,8/5/2025,August,STU0306,Speaking,Beginner,Unknown,Bank Transfer,500000,50000,450000,Paid,Active,2025,3,August,32,Tuesday
PAY02042,10/24/2025,October,STU0284,TOEFL,Intermediate,David,Cash,650000,50000,600000,Unpaid,Active,2025,4,October,43,Friday
PAY02043,10/7/2025,October,STU0270,English,Advanced,Emily,E-Wallet,750000,100000,650000,Paid,Active,2025,4,October,41,Tuesday
PAY02044,8/28/2025,August,STU0211,English,Beginner,Sarah,Cash,750000,100000,650000,Unpaid,Active,2025,3,August,35,Thursday
PAY02045,3/13/2025,March,STU0066,Speaking,Beginner,John,Bank Transfer,650000,-50000,700000,Unpaid,Active,2025,1,March,11,Thursday
PAY02046,8/25/2025,August,STU0425,Math,Intermediate,Unknown,Cash,500000,0,500000,Unpaid,Active,2025,3,August,35,Monday
PAY02047,12/20/2025,December,STU0346,English,Advanced,Linda,E-Wallet,500000,0,500000,Paid,Active,2025,4,December,51,Saturday
PAY02048,3/11/2025,March,STU0369,English,Intermediate,Unknown,Cash,650000,50000,600000,Paid,Active,2025,1,March,11,Tuesday
PAY02049,2/4/2025,February,STU0267,Math,Beginner,Linda,Cash,650000,-50000,700000,Unpaid,Active,2025,1,February,6,Tuesday
PAY02050,9/16/2025,September,STU0154,English,Intermediate,Michael,Unknown,750000,0,750000,Paid,Active,2025,3,September,38,Tuesday
PAY02051,11/10/2025,November,STU0326,English,Beginner,Michael,Unknown,5000000,0,5000000,Paid,Inactive,2025,4,November,46,Monday
PAY02052,3/29/2025,March,STU0342,Math,Advanced,John,Bank Transfer,750000,100000,650000,Paid,Active,2025,1,March,13,Saturday
PAY02053,7/20/2025,July,STU0218,IELTS,Beginner,David,Bank Transfer,500000,100000,400000,Paid,Active,2025,3,July,29,Sunday
PAY02054,1/6/2025,January,STU0337,English,Beginner,Emily,Bank Transfer,500000,0,500000,Unpaid,Active,2025,1,January,2,Monday
PAY02055,5/22/2025,May,STU0441,TOEFL,Intermediate,Sarah,Bank Transfer,650000,50000,600000,Paid,Active,2025,2,May,21,Thursday
PAY02056,3/31/2025,March,STU0174,English,Advanced,Michael,Bank Transfer,700000,0,700000,Paid,Active,2025,1,March,14,Monday
PAY02057,7/21/2025,July,STU0311,IELTS,Advanced,Sarah,Unknown,750000,100000,650000,Paid,Active,2025,3,July,30,Monday
PAY02058,3/8/2025,March,STU0317,English,Beginner,John,Cash,5000000,-50000,5050000,Paid,Inactive,2025,1,March,10,Saturday
PAY02059,4/29/2025,April,STU0244,Grammar,Beginner,Linda,Cash,500000,100000,400000,Paid,Active,2025,2,April,18,Tuesday
PAY02060,8/4/2025,August,STU0020,Math,Intermediate,Emily,E-Wallet,500000,-50000,550000,Paid,Active,2025,3,August,32,Monday
PAY02061,3/31/2025,March,STU0069,TOEFL,Beginner,David,Bank Transfer,500000,0,500000,Unpaid,Active,2025,1,March,14,Monday
PAY02062,4/26/2025,April,STU0415,TOEFL,Beginner,Unknown,Cash,650000,100000,550000,Paid,Active,2025,2,April,17,Saturday
PAY02063,4/15/2025,April,STU0209,Math,Intermediate,Michael,Cash,650000,0,650000,Paid,Active,2025,2,April,16,Tuesday
PAY02064,4/8/2025,April,STU0183,IELTS,Beginner,John,Bank Transfer,5000000,100000,4900000,Paid,Active,2025,2,April,15,Tuesday
PAY02065,2/6/2025,February,STU0061,English,Beginner,John,E-Wallet,650000,-50000,700000,Paid,Active,2025,1,February,6,Thursday
PAY02066,1/12/2025,January,STU0184,Math,Beginner,David,Cash,700000,50000,650000,Paid,Inactive,2025,1,January,2,Sunday
PAY02067,9/23/2025,September,STU0358,Math,Advanced,John,Bank Transfer,750000,-50000,800000,Paid,Active,2025,3,September,39,Tuesday
PAY02068,1/17/2025,January,STU0455,English,Beginner,Linda,E-Wallet,750000,50000,700000,Paid,Active,2025,1,January,3,Friday
PAY02069,12/6/2025,December,STU0486,English,Intermediate,Sarah,Bank Transfer,650000,100000,550000,Paid,Active,2025,4,December,49,Saturday
PAY02070,10/10/2025,October,STU0054,English,Intermediate,Sarah,Bank Transfer,650000,50000,600000,Paid,Active,2025,4,October,41,Friday
PAY02071,8/9/2025,August,STU0029,English,Beginner,Sarah,E-Wallet,700000,25000,675000,Unpaid,Active,2025,3,August,32,Saturday
PAY02072,10/10/2025,October,STU0357,IELTS,Intermediate,John,E-Wallet,500000,100000,400000,Paid,Active,2025,4,October,41,Friday
PAY02073,8/13/2025,August,STU0176,English,Beginner,Linda,Bank Transfer,5000000,50000,4950000,Paid,Active,2025,3,August,33,Wednesday
PAY02074,4/27/2025,April,STU0411,English,Advanced,Linda,Unknown,5000000,-50000,5050000,Paid,Active,2025,2,April,17,Sunday
PAY02075,1/30/2025,January,STU0161,Grammar,Advanced,Linda,Bank Transfer,750000,25000,725000,Paid,Active,2025,1,January,5,Thursday
PAY02076,9/3/2025,September,STU0279,TOEFL,Intermediate,Emily,Unknown,500000,0,500000,Paid,Active,2025,3,September,36,Wednesday
PAY02077,6/4/2025,June,STU0126,Speaking,Intermediate,Sarah,E-Wallet,5000000,50000,4950000,Paid,Active,2025,2,June,23,Wednesday
PAY02078,6/27/2025,June,STU0105,IELTS,Advanced,Linda,Bank Transfer,5000000,100000,4900000,Paid,Inactive,2025,2,June,26,Friday
PAY02079,3/4/2025,March,STU0358,English,Advanced,John,Cash,650000,0,650000,Paid,Active,2025,1,March,10,Tuesday
PAY02080,1/18/2025,January,STU0424,Math,Beginner,David,Unknown,700000,-50000,750000,Paid,Active,2025,1,January,3,Saturday
PAY02081,9/11/2025,September,STU0115,TOEFL,Intermediate,Michael,Cash,750000,100000,650000,Unpaid,Active,2025,3,September,37,Thursday
PAY02082,12/5/2025,December,STU0480,English,Advanced,Emily,Unknown,500000,-50000,550000,Unpaid,Inactive,2025,4,December,49,Friday
PAY02083,1/15/2025,January,STU0401,English,Beginner,Sarah,Bank Transfer,5000000,100000,4900000,Paid,Active,2025,1,January,3,Wednesday
PAY02084,10/1/2025,October,STU0394,Speaking,Beginner,John,Bank Transfer,750000,-50000,800000,Paid,Inactive,2025,4,October,40,Wednesday
PAY02085,3/9/2025,March,STU0044,TOEFL,Advanced,David,Bank Transfer,700000,0,700000,Paid,Active,2025,1,March,10,Sunday
PAY02086,1/20/2025,January,STU0401,English,Beginner,David,E-Wallet,700000,50000,650000,Paid,Active,2025,1,January,4,Monday
PAY02087,5/16/2025,May,STU0005,English,Beginner,Emily,Bank Transfer,750000,100000,-650000,Paid,Inactive,2025,2,May,20,Friday
PAY02088,7/29/2025,July,STU0313,Grammar,Beginner,John,Bank Transfer,5000000,0,5000000,Unpaid,Active,2025,3,July,31,Tuesday
PAY02089,5/13/2025,May,STU0076,English,Beginner,Sarah,Cash,650000,25000,625000,Paid,Inactive,2025,2,May,20,Tuesday
PAY02090,12/17/2025,December,STU0368,TOEFL,Beginner,David,Bank Transfer,5000000,50000,4950000,Paid,Active,2025,4,December,51,Wednesday
PAY02091,10/4/2025,October,STU0040,English,Beginner,Sarah,Cash,5000000,25000,4975000,Paid,Inactive,2025,4,October,40,Saturday
PAY02092,6/16/2025,June,STU0449,Speaking,Beginner,John,Bank Transfer,750000,0,750000,Paid,Active,2025,2,June,25,Monday
PAY02093,6/21/2025,June,STU0151,English,Beginner,Emily,Cash,700000,100000,600000,Unpaid,Inactive,2025,2,June,25,Saturday
PAY02094,10/30/2025,October,STU0161,Grammar,Beginner,John,Unknown,500000,-50000,550000,Paid,Active,2025,4,October,44,Thursday
PAY02095,12/3/2025,December,STU0040,TOEFL,Advanced,Sarah,E-Wallet,750000,0,750000,Paid,Active,2025,4,December,49,Wednesday
PAY02096,10/3/2025,October,STU0338,English,Intermediate,David,Bank Transfer,5000000,0,5000000,Paid,Active,2025,4,October,40,Friday
PAY02097,5/5/2025,May,STU0162,Math,Advanced,Linda,Bank Transfer,650000,50000,600000,Paid,Active,2025,2,May,19,Monday
PAY02098,7/5/2025,July,STU0469,Grammar,Advanced,John,E-Wallet,700000,-50000,750000,Paid,Active,2025,3,July,27,Saturday
PAY02099,8/3/2025,August,STU0126,English,Advanced,Unknown,Cash,5000000,25000,4975000,Paid,Active,2025,3,August,31,Sunday
PAY02100,5/27/2025,May,STU0216,IELTS,Advanced,John,Cash,700000,0,700000,Paid,Inactive,2025,2,May,22,Tuesday
PAY02101,8/21/2025,August,STU0392,English,Advanced,Sarah,Bank Transfer,650000,0,650000,Paid,Active,2025,3,August,34,Thursday
PAY02102,1/13/2025,January,STU0272,English,Intermediate,Emily,Bank Transfer,500000,25000,475000,Unpaid,Inactive,2025,1,January,3,Monday
PAY02103,12/31/2025,December,STU0460,Grammar,Advanced,Unknown,E-Wallet,500000,50000,450000,Paid,Active,2025,4,December,1,Wednesday
PAY02104,2/7/2025,February,STU0380,English,Intermediate,John,Cash,750000,100000,650000,Paid,Inactive,2025,1,February,6,Friday
PAY02105,10/29/2025,October,STU0190,English,Intermediate,Emily,Bank Transfer,650000,0,650000,Paid,Active,2025,4,October,44,Wednesday
PAY02106,2/19/2025,February,STU0289,English,Intermediate,Emily,Bank Transfer,700000,100000,600000,Unpaid,Inactive,2025,1,February,8,Wednesday
PAY02107,3/15/2025,March,STU0295,Grammar,Beginner,Emily,Bank Transfer,650000,100000,550000,Paid,Active,2025,1,March,11,Saturday
PAY02108,5/28/2025,May,STU0087,Speaking,Intermediate,Unknown,Unknown,750000,100000,650000,Paid,Inactive,2025,2,May,22,Wednesday
PAY02109,12/8/2025,December,STU0430,IELTS,Beginner,Unknown,Cash,650000,0,650000,Paid,Inactive,2025,4,December,50,Monday
PAY02110,1/4/2025,January,STU0483,English,Advanced,John,E-Wallet,500000,50000,450000,Paid,Active,2025,1,January,1,Saturday
PAY02111,6/1/2025,June,STU0253,Speaking,Beginner,Michael,Bank Transfer,500000,100000,400000,Paid,Active,2025,2,June,22,Sunday
PAY02112,7/1/2025,July,STU0081,Grammar,Intermediate,John,Cash,650000,0,650000,Paid,Active,2025,3,July,27,Tuesday
PAY02113,12/28/2025,December,STU0362,Grammar,Beginner,Sarah,Cash,500000,100000,400000,Paid,Active,2025,4,December,52,Sunday
PAY02114,11/21/2025,November,STU0447,TOEFL,Advanced,Linda,Bank Transfer,650000,25000,625000,Unpaid,Inactive,2025,4,November,47,Friday
PAY02115,9/6/2025,September,STU0326,Math,Advanced,Linda,Cash,750000,50000,700000,Unpaid,Active,2025,3,September,36,Saturday
PAY02116,9/9/2025,September,STU0135,English,Advanced,Unknown,Bank Transfer,650000,0,650000,Paid,Active,2025,3,September,37,Tuesday
PAY02117,9/5/2025,September,STU0343,English,Intermediate,John,E-Wallet,700000,25000,675000,Unpaid,Active,2025,3,September,36,Friday
PAY02118,6/1/2025,June,STU0460,Speaking,Intermediate,John,Bank Transfer,650000,0,650000,Paid,Active,2025,2,June,22,Sunday
PAY02119,3/1/2025,March,STU0178,English,Advanced,Michael,Unknown,750000,50000,700000,Unpaid,Active,2025,1,March,9,Saturday
PAY02120,11/4/2025,November,STU0260,TOEFL,Intermediate,John,E-Wallet,650000,0,650000,Unpaid,Active,2025,4,November,45,Tuesday
PAY02121,12/12/2025,December,STU0218,English,Intermediate,John,Bank Transfer,750000,100000,650000,Unpaid,Inactive,2025,4,December,50,Friday
PAY02122,6/23/2025,June,STU0294,IELTS,Advanced,Linda,Unknown,700000,100000,600000,Paid,Active,2025,2,June,26,Monday
PAY02123,11/11/2025,November,STU0487,English,Intermediate,Sarah,Unknown,650000,-50000,700000,Paid,Active,2025,4,November,46,Tuesday
PAY02124,6/30/2025,June,STU0275,TOEFL,Beginner,Sarah,Bank Transfer,500000,-50000,550000,Paid,Inactive,2025,2,June,27,Monday
PAY02125,5/29/2025,May,STU0284,TOEFL,Beginner,John,Unknown,700000,50000,650000,Paid,Active,2025,2,May,22,Thursday
PAY02126,9/14/2025,September,STU0155,English,Beginner,Linda,Cash,750000,0,750000,Unpaid,Active,2025,3,September,37,Sunday
PAY02127,7/13/2025,July,STU0442,Math,Beginner,Sarah,E-Wallet,650000,0,650000,Paid,Active,2025,3,July,28,Sunday
PAY02128,1/11/2025,January,STU0049,English,Beginner,Unknown,Unknown,5000000,-50000,5050000,Unpaid,Active,2025,1,January,2,Saturday
PAY02129,8/6/2025,August,STU0052,Speaking,Advanced,Unknown,Bank Transfer,700000,50000,650000,Unpaid,Active,2025,3,August,32,Wednesday
PAY02130,8/8/2025,August,STU0248,Speaking,Advanced,Sarah,E-Wallet,650000,100000,550000,Paid,Active,2025,3,August,32,Friday
PAY02131,1/9/2025,January,STU0366,Math,Intermediate,Linda,E-Wallet,750000,50000,700000,Paid,Active,2025,1,January,2,Thursday
PAY02132,4/29/2025,April,STU0330,Speaking,Intermediate,Michael,Unknown,700000,100000,600000,Paid,Active,2025,2,April,18,Tuesday
PAY02133,2/18/2025,February,STU0043,IELTS,Intermediate,Unknown,Unknown,650000,100000,550000,Unpaid,Inactive,2025,1,February,8,Tuesday
PAY02134,1/31/2025,January,STU0173,IELTS,Beginner,Emily,Cash,700000,100000,600000,Paid,Active,2025,1,January,5,Friday
PAY02135,1/3/2025,January,STU0280,English,Intermediate,Linda,Bank Transfer,650000,-50000,700000,Unpaid,Active,2025,1,January,1,Friday
PAY02136,9/21/2025,September,STU0193,IELTS,Beginner,Michael,E-Wallet,500000,100000,400000,Paid,Active,2025,3,September,38,Sunday
PAY02137,3/27/2025,March,STU0218,English,Beginner,Sarah,Bank Transfer,750000,0,750000,Paid,Active,2025,1,March,13,Thursday
PAY02138,7/24/2025,July,STU0151,Speaking,Advanced,Emily,E-Wallet,700000,0,700000,Unpaid,Inactive,2025,3,July,30,Thursday
