Payment_ID,Payment_Date,Month,Student_ID,Subject,Level,Tutor,Payment_Method,Course_Fee,Discount,Amount_Paid,Payment_Status,Student_Status
PAY02005,08/08/2025,August,STU0337,Grammar,Intermediate,Michael,,700000,25000,675000,Unpaid,Active
PAY02006,"Jan 05, 2025",January,STU0239,Grammar,Beginner,SARAH,Cash,500000,,,Unpaid,active
PAY02007,05/11/2025,November,STU0143,Math,Advanced,Jhon, Cash ,5000000,25000,4975000,Unpaid,active
PAY02008,13/06/2025,June,STU0256,English,Intermediate,Jhon,Cash,650000,0,650000,Paid,Actve
PAY02009,"Mar 29, 2025",March,STU0011,Speaking,Beginner,,Cash,5000000,100000,4900000,Unpaid,active
PAY02010,2025/03/09,March,STU0021,Grammar,Advanced,John,Cash,500000,-50000,550000,Unpaid,Active
PAY02011,"Aug 01, 2025",August,STU0205,Math,Advanced,Emily,transfer,700000,50000,650000,paid,Active
PAY02012,"Jul 21, 2025",July,STU0496,Math,Intermediate,,Cash,750000,100000,650000,Paid,Inactive
PAY02013,2025-01-25,January,STU0442,english,Beginner,Michael,Cash,650000,0,650000,Paid,active
PAY02014,2025-10-03,October,STU0023,Math,Beginner,David,Cash,500000,50000,450000,Unpaid,active
PAY02015,2025/12/19,December,STU0071,ENG,Beginner,Michael,Bank Transfer,700000,,,Paid,Actve
PAY02016,2025/11/23,November,STU0296,ENG,Advanced, john ,Bank Transfer,500000,-50000,550000,Unpaid,Actve
PAY02017,2025-04-26,April,STU0181,TOEFL,Advanced,Linda, Cash ,700000,50000,650000,Paid,Active
PAY02018,2025-09-11,September,STU0240,english,Beginner, john ,Cash,650000,0,650000,Unpaid,Inactive
PAY02019,"Oct 30, 2025",October,STU0079,Math,Beginner,Linda,Bank Transfer,700000,,,Unpaid,Actve
PAY02020,14/11/2025,November,STU0217,IELTS,Advanced,David,,750000,25000,725000,paid,Active
PAY02021,2025/03/17,March,STU0009,ENG,Beginner,David,Cash,500000,,,Unpaid,Actve
PAY02022,"Jun 30, 2025",June,STU0221,TOEFL,Beginner,Jhon,E-Wallet,500000,-50000,550000,Unpaid,active
PAY02023,2025/01/28,January,STU0333,english,Advanced,Jhon,Transfer,700000,50000,650000,Unpaid,Inactive
PAY02024,26/07/2025,July,STU0253,english,Beginner,John, Cash ,5000000,50000,4950000,Paid,Active
PAY02025,2025-04-23,April,STU0123,Math,Advanced,Sarah,Bank Transfer,500000,0,500000,Paid,Actve
PAY02026,2025/07/20,July,STU0451,Speaking,Intermediate,Linda,Transfer,500000,25000,475000,Paid,active
PAY02027,"Nov 23, 2025",November,STU0049,IELTS,Advanced,,transfer,5000000,50000,4950000,paid,active
PAY02028,19/12/2025,December,STU0086,IELTS,Intermediate, john ,Transfer,650000,50000,600000,Paid,Actve
PAY02029,"Aug 08, 2025",August,STU0452,Math,Beginner,John,E-Wallet,500000,25000,475000,Unpaid,Actve
PAY02030,2025-10-26,October,STU0024,English,Advanced,David,,750000,25000,725000,Paid,Inactive
PAY02031,2025-03-17,March,STU0172,ENG,Intermediate,Emily,E-Wallet,500000,50000,450000,Unpaid,Actve
PAY02032,"May 10, 2025",May,STU0155,Grammar,Advanced,,transfer,750000,0,750000,Paid,active
PAY02033,2025-12-18,December,STU0338,IELTS,Intermediate, john ,Cash,650000,100000,550000,Paid,Actve
PAY02034,04/07/2025,July,STU0194,Math,Intermediate,SARAH,transfer,500000,25000,475000,paid,Inactive
PAY02035,"May 16, 2025",May,STU0484,Speaking,Intermediate,Linda,Cash,700000,100000,600000,paid,active
PAY02036,2025-11-10,November,STU0406,Grammar,Intermediate,Sarah,Cash,750000,100000,650000,Unpaid,Inactive
PAY02037,27/08/2025,August,STU0341,IELTS,Intermediate, john ,Bank Transfer,5000000,50000,4950000,Paid,active
PAY02038,2025/01/08,January,STU0304,Math,Beginner, john ,Bank Transfer,500000,25000,475000,Paid,Actve
PAY02039,2025-06-30,June,STU0450,Speaking,Advanced,SARAH,Transfer,500000,50000,450000,Paid,active
PAY02040,15/03/2025,March,STU0149,TOEFL,Beginner, john ,Bank Transfer,750000,-50000,800000,Paid,Actve
PAY02041,2025/08/05,August,STU0306,Speaking,Beginner,,transfer,500000,50000,450000,paid,active
PAY02042,24/10/2025,October,STU0284,TOEFL,Intermediate,David,Cash,650000,50000,600000,Unpaid,Actve
PAY02043,07/10/2025,October,STU0270,ENG,Advanced,Emily,E-Wallet,750000,100000,650000,paid,active
PAY02044,"Aug 28, 2025",August,STU0211,ENG,Beginner,SARAH,Cash,750000,100000,650000,Unpaid,Active
PAY02045,"Mar 13, 2025",March,STU0066,Speaking,Beginner,Jhon,Transfer,650000,-50000,700000,Unpaid,Active
PAY02046,2025/08/25,August,STU0425,Math,Intermediate,,Cash,500000,0,500000,Unpaid,Actve
PAY02047,"Dec 20, 2025",December,STU0346,English,Advanced,Linda,E-Wallet,500000,0,500000,Paid,Actve
PAY02048,11/03/2025,March,STU0369,English,Intermediate,, Cash ,650000,50000,600000,Paid,Active
PAY02049,2025-02-04,February,STU0267,Math,Beginner,Linda,Cash,650000,-50000,700000,Unpaid,Active
PAY02050,2025/09/16,September,STU0154,english,Intermediate,Michael,,750000,0,750000,Paid,active
PAY02051,2025/11/10,November,STU0326,English,Beginner,Michael,,5000000,0,5000000,paid,Inactive
PAY02052,29/03/2025,March,STU0342,Math,Advanced, john ,Bank Transfer,750000,100000,650000,paid,active
PAY02053,2025/07/20,July,STU0218,IELTS,Beginner,David,transfer,500000,100000,400000,Paid,Actve
PAY02054,"Jan 06, 2025",January,STU0337,ENG,Beginner,Emily,Transfer,500000,,,Unpaid,Actve
PAY02055,2025-05-22,May,STU0441,TOEFL,Intermediate,SARAH,transfer,650000,50000,600000,paid,Active
PAY02056,31/03/2025,March,STU0174,ENG,Advanced,Michael,Bank Transfer,700000,,,paid,active
PAY02057,2025-07-21,July,STU0311,IELTS,Advanced,SARAH,,750000,100000,650000,paid,active
PAY02058,"Mar 08, 2025",March,STU0317,english,Beginner,John,Cash,5000000,-50000,5050000,paid,Inactive
PAY02059,2025-04-29,April,STU0244,Grammar,Beginner,Linda,Cash,500000,100000,400000,Paid,Actve
PAY02060,2025-08-04,August,STU0020,Math,Intermediate,Emily,E-Wallet,500000,-50000,550000,paid,Active
PAY02061,"Mar 31, 2025",March,STU0069,TOEFL,Beginner,David,transfer,500000,,,Unpaid,active
PAY02062,26/04/2025,April,STU0415,TOEFL,Beginner,,Cash,650000,100000,550000,paid,Active
PAY02063,2025-04-15,April,STU0209,Math,Intermediate,Michael, Cash ,650000,0,650000,paid,Actve
PAY02064,08/04/2025,April,STU0183,IELTS,Beginner, john ,transfer,5000000,100000,4900000,paid,Actve
PAY02065,2025-02-06,February,STU0061,ENG,Beginner,John,E-Wallet,650000,-50000,700000,paid,active
PAY02066,12/01/2025,January,STU0184,Math,Beginner,David,Cash,700000,50000,650000,paid,Inactive
PAY02067,"Sep 23, 2025",September,STU0358,Math,Advanced, john ,Bank Transfer,750000,-50000,800000,paid,Active
PAY02068,"Jan 17, 2025",January,STU0455,English,Beginner,Linda,E-Wallet,750000,50000,700000,paid,active
PAY02069,2025-12-06,December,STU0486,English,Intermediate,Sarah,transfer,650000,100000,550000,paid,Active
PAY02070,2025/10/10,October,STU0054,English,Intermediate,SARAH,Transfer,650000,50000,600000,paid,active
PAY02071,2025/08/09,August,STU0029,English,Beginner,SARAH,E-Wallet,700000,25000,675000,Unpaid,Active
PAY02072,2025/10/10,October,STU0357,IELTS,Intermediate,Jhon,E-Wallet,500000,100000,400000,Paid,Active
PAY02073,2025-08-13,August,STU0176,english,Beginner,Linda,Transfer,5000000,50000,4950000,Paid,Active
PAY02074,2025/04/27,April,STU0411,English,Advanced,Linda,,5000000,-50000,5050000,Paid,Active
PAY02075,30/01/2025,January,STU0161,Grammar,Advanced,Linda,Bank Transfer,750000,25000,725000,Paid,Actve
PAY02076,2025-09-03,September,STU0279,TOEFL,Intermediate,Emily,,500000,0,500000,Paid,Actve
PAY02077,"Jun 04, 2025",June,STU0126,Speaking,Intermediate,SARAH,E-Wallet,5000000,50000,4950000,Paid,Active
PAY02078,2025/06/27,June,STU0105,IELTS,Advanced,Linda,Bank Transfer,5000000,100000,4900000,paid,Inactive
PAY02079,"Mar 04, 2025",March,STU0358,ENG,Advanced, john ,Cash,650000,0,650000,Paid,Actve
PAY02080,"Jan 18, 2025",January,STU0424,Math,Beginner,David,,700000,-50000,750000,paid,Actve
PAY02081,2025-09-11,September,STU0115,TOEFL,Intermediate,Michael, Cash ,750000,100000,650000,Unpaid,Active
PAY02082,"Dec 05, 2025",December,STU0480,English,Advanced,Emily,,500000,-50000,550000,Unpaid,Inactive
PAY02083,"Jan 15, 2025",January,STU0401,English,Beginner,SARAH,transfer,5000000,100000,4900000,paid,active
PAY02084,2025/10/01,October,STU0394,Speaking,Beginner,Jhon,transfer,750000,-50000,800000,paid,Inactive
PAY02085,2025-03-09,March,STU0044,TOEFL,Advanced,David,Bank Transfer,700000,,,paid,Actve
PAY02086,"Jan 20, 2025",January,STU0401,English,Beginner,David,E-Wallet,700000,50000,650000,paid,active
PAY02087,16/05/2025,May,STU0005,ENG,Beginner,Emily,transfer,750000,100000,-650000,paid,Inactive
PAY02088,2025-07-29,July,STU0313,Grammar,Beginner, john ,Transfer,5000000,0,5000000,Unpaid,active
PAY02089,2025/05/13,May,STU0076,English,Beginner,Sarah, Cash ,650000,25000,625000,Paid,Inactive
PAY02090,2025/12/17,December,STU0368,TOEFL,Beginner,David,Bank Transfer,5000000,50000,4950000,Paid,active
PAY02091,2025-10-04,October,STU0040,ENG,Beginner,SARAH,Cash,5000000,25000,4975000,Paid,Inactive
PAY02092,"Jun 16, 2025",June,STU0449,Speaking,Beginner,John,Bank Transfer,750000,0,750000,paid,active
PAY02093,2025/06/21,June,STU0151,English,Beginner,Emily,Cash,700000,100000,600000,Unpaid,Inactive
PAY02094,2025-10-30,October,STU0161,Grammar,Beginner,Jhon,,500000,-50000,550000,paid,Active
PAY02095,03/12/2025,December,STU0040,TOEFL,Advanced,SARAH,E-Wallet,750000,,,paid,Actve
PAY02096,2025-10-03,October,STU0338,ENG,Intermediate,David,Transfer,5000000,0,5000000,paid,active
PAY02097,"May 05, 2025",May,STU0162,Math,Advanced,Linda,transfer,650000,50000,600000,paid,Actve
PAY02098,2025-07-05,July,STU0469,Grammar,Advanced, john ,E-Wallet,700000,-50000,750000,Paid,Actve
PAY02099,03/08/2025,August,STU0126,english,Advanced,, Cash ,5000000,25000,4975000,Paid,active
PAY02100,"May 27, 2025",May,STU0216,IELTS,Advanced, john , Cash ,700000,0,700000,Paid,Inactive
PAY02101,2025-08-21,August,STU0392,ENG,Advanced,Sarah,Transfer,650000,0,650000,Paid,Actve
PAY02102,13/01/2025,January,STU0272,english,Intermediate,Emily,Transfer,500000,25000,475000,Unpaid,Inactive
PAY02103,"Dec 31, 2025",December,STU0460,Grammar,Advanced,,E-Wallet,500000,50000,450000,Paid,Active
PAY02104,"Feb 07, 2025",February,STU0380,english,Intermediate, john , Cash ,750000,100000,650000,Paid,Inactive
PAY02105,2025-10-29,October,STU0190,ENG,Intermediate,Emily,transfer,650000,0,650000,Paid,active
PAY02106,19/02/2025,February,STU0289,english,Intermediate,Emily,transfer,700000,100000,600000,Unpaid,Inactive
PAY02107,2025-03-15,March,STU0295,Grammar,Beginner,Emily,Bank Transfer,650000,100000,550000,Paid,Active
PAY02108,"May 28, 2025",May,STU0087,Speaking,Intermediate,,,750000,100000,650000,Paid,Inactive
PAY02109,"Dec 08, 2025",December,STU0430,IELTS,Beginner,,Cash,650000,0,650000,paid,Inactive
PAY02110,2025/01/04,January,STU0483,english,Advanced, john ,E-Wallet,500000,50000,450000,Paid,Actve
PAY02111,2025-06-01,June,STU0253,Speaking,Beginner,Michael,Bank Transfer,500000,100000,400000,paid,Active
PAY02112,2025-07-01,July,STU0081,Grammar,Intermediate, john , Cash ,650000,,,paid,Active
PAY02113,"Dec 28, 2025",December,STU0362,Grammar,Beginner,SARAH, Cash ,500000,100000,400000,paid,Active
PAY02114,2025-11-21,November,STU0447,TOEFL,Advanced,Linda,Bank Transfer,650000,25000,625000,Unpaid,Inactive
PAY02115,06/09/2025,September,STU0326,Math,Advanced,Linda,Cash,750000,50000,700000,Unpaid,Active
PAY02116,09/09/2025,September,STU0135,english,Advanced,,Transfer,650000,0,650000,paid,active
PAY02117,05/09/2025,September,STU0343,ENG,Intermediate,Jhon,E-Wallet,700000,25000,675000,Unpaid,Actve
PAY02118,2025-06-01,June,STU0460,Speaking,Intermediate, john ,Bank Transfer,650000,0,650000,Paid,Actve
PAY02119,01/03/2025,March,STU0178,english,Advanced,Michael,,750000,50000,700000,Unpaid,Actve
PAY02120,2025/11/04,November,STU0260,TOEFL,Intermediate,John,E-Wallet,650000,0,650000,Unpaid,active
PAY02121,"Dec 12, 2025",December,STU0218,english,Intermediate,John,Bank Transfer,750000,100000,650000,Unpaid,Inactive
PAY02122,2025-06-23,June,STU0294,IELTS,Advanced,Linda,,700000,100000,600000,paid,Active
PAY02123,"Nov 11, 2025",November,STU0487,English,Intermediate,Sarah,,650000,-50000,700000,paid,active
PAY02124,2025-06-30,June,STU0275,TOEFL,Beginner,SARAH,transfer,500000,-50000,550000,paid,Inactive
PAY02125,29/05/2025,May,STU0284,TOEFL,Beginner,John,,700000,50000,650000,Paid,Active
PAY02126,2025/09/14,September,STU0155,English,Beginner,Linda,Cash,750000,0,750000,Unpaid,Active
PAY02127,2025/07/13,July,STU0442,Math,Beginner,Sarah,E-Wallet,650000,,,paid,Actve
PAY02128,2025-01-11,January,STU0049,english,Beginner,,,5000000,-50000,5050000,Unpaid,active
PAY02129,2025-08-06,August,STU0052,Speaking,Advanced,,transfer,700000,50000,650000,Unpaid,active
PAY02130,2025-08-08,August,STU0248,Speaking,Advanced,SARAH,E-Wallet,650000,100000,550000,Paid,Actve
PAY02131,2025/01/09,January,STU0366,Math,Intermediate,Linda,E-Wallet,750000,50000,700000,Paid,Actve
PAY02132,2025/04/29,April,STU0330,Speaking,Intermediate,Michael,,700000,100000,600000,paid,Active
PAY02133,18/02/2025,February,STU0043,IELTS,Intermediate,,,650000,100000,550000,Unpaid,Inactive
PAY02134,2025/01/31,January,STU0173,IELTS,Beginner,Emily, Cash ,700000,100000,600000,paid,Actve
PAY02135,"Jan 03, 2025",January,STU0280,ENG,Intermediate,Linda,Bank Transfer,650000,-50000,700000,Unpaid,Actve
PAY02136,2025-09-21,September,STU0193,IELTS,Beginner,Michael,E-Wallet,500000,100000,400000,paid,Active
PAY02137,27/03/2025,March,STU0218,ENG,Beginner,SARAH,transfer,750000,0,750000,Paid,Actve
PAY02138,2025-07-24,July,STU0151,Speaking,Advanced,Emily,E-Wallet,700000,0,700000,Unpaid,Inactive
PAY02139,"Mar 14, 2025",March,STU0315,Grammar,Advanced,,Bank Transfer,5000000,,,Unpaid,Actve
PAY02140,"Apr 18, 2025",April,STU0425,ENG,Beginner,Emily,transfer,650000,25000,625000,Paid,Inactive
PAY02141,2025-08-29,August,STU0103,Math,Advanced, john ,Bank Transfer,500000,50000,450000,Paid,Active
PAY02142,2025/11/16,November,STU0326,TOEFL,Intermediate,John,Transfer,5000000,25000,4975000,Unpaid,active
PAY02143,"Aug 07, 2025",August,STU0479,Speaking,Advanced,SARAH, Cash ,700000,-50000,750000,paid,Inactive
PAY02144,09/02/2025,February,STU0092,Speaking,Advanced,Sarah,Transfer,500000,,,paid,Actve
PAY02145,"Jun 19, 2025",June,STU0108,IELTS,Beginner,Linda,Transfer,5000000,,,Paid,Inactive
PAY02146,15/03/2025,March,STU0459,English,Beginner,SARAH,,750000,0,750000,Unpaid,Actve
PAY02147,2025/12/07,December,STU0061,TOEFL,Advanced,Jhon,transfer,700000,50000,650000,Unpaid,Actve
PAY02148,"Jul 01, 2025",July,STU0453,TOEFL,Beginner,David, Cash ,5000000,50000,4950000,Paid,Actve
PAY02149,2025/10/14,October,STU0351,Math,Advanced,Jhon, Cash ,750000,,,Unpaid,Inactive
PAY02150,"Jan 13, 2025",January,STU0218,TOEFL,Advanced,SARAH,Transfer,750000,,,Unpaid,active
PAY02151,2025-04-02,April,STU0100,English,Advanced,David,Bank Transfer,650000,100000,550000,Paid,active
PAY02152,2025-05-10,May,STU0141,ENG,Intermediate,John, Cash ,5000000,50000,4950000,paid,active
PAY02153,2025-05-21,May,STU0475,ENG,Advanced, john ,transfer,5000000,0,5000000,Paid,Actve
PAY02154,2025-11-28,November,STU0458,IELTS,Advanced,Michael,,500000,50000,450000,Paid,Active
PAY02155,2025-08-03,August,STU0032,Grammar,Beginner,SARAH,Bank Transfer,500000,100000,400000,Paid,Active
PAY02156,"Jun 20, 2025",June,STU0188,English,Advanced,Jhon,transfer,650000,-50000,700000,paid,Active
PAY02157,03/02/2025,February,STU0043,IELTS,Intermediate,John,Bank Transfer,5000000,25000,4975000,paid,Inactive
PAY02158,2025/12/19,December,STU0429,English,Intermediate,David,E-Wallet,650000,,,Unpaid,Active
PAY02159,2025/06/24,June,STU0477,ENG,Beginner,Sarah,Cash,5000000,,,Paid,Active
PAY02160,"Apr 06, 2025",April,STU0393,IELTS,Beginner,Linda, Cash ,5000000,,,Unpaid,Actve
PAY02161,11/02/2025,February,STU0462,TOEFL,Advanced,Michael,Bank Transfer,700000,,,Paid,Actve
PAY02162,"Dec 28, 2025",December,STU0162,english,Beginner,Linda,Bank Transfer,650000,50000,600000,Paid,Inactive
PAY02163,"Jun 01, 2025",June,STU0182,Grammar,Intermediate,SARAH,transfer,750000,50000,700000,paid,Inactive
PAY02164,2025/01/19,January,STU0360,english,Intermediate,David,Transfer,650000,-50000,700000,Unpaid,active
PAY02165,16/02/2025,February,STU0017,Math,Advanced,Michael,transfer,700000,25000,675000,Paid,Actve
PAY02166,"Oct 28, 2025",October,STU0302,English,Intermediate,Sarah, Cash ,700000,-50000,750000,Unpaid,Active
PAY02167,2025/03/23,March,STU0463,Math,Beginner,Emily,Bank Transfer,750000,50000,700000,Paid,Actve
PAY02168,07/10/2025,October,STU0234,english,Advanced,Jhon,transfer,500000,100000,400000,Paid,active
PAY02169,"Jul 11, 2025",July,STU0021,TOEFL,Advanced,Sarah,transfer,750000,,,Unpaid,active
PAY02170,2025/10/23,October,STU0086,Speaking,Advanced,SARAH,Transfer,5000000,0,5000000,paid,Inactive
PAY02171,"Mar 08, 2025",March,STU0393,IELTS,Intermediate, john ,transfer,500000,0,500000,Paid,Actve
PAY02172,01/01/2025,January,STU0042,IELTS,Beginner,Linda,transfer,650000,25000,625000,Paid,Inactive
PAY02173,"Mar 20, 2025",March,STU0052,ENG,Advanced,Jhon, Cash ,500000,100000,400000,Paid,Actve
PAY02174,2025/12/09,December,STU0470,Math,Intermediate,Michael,Bank Transfer,750000,,,Paid,Actve
PAY02175,"Jun 17, 2025",June,STU0037,Grammar,Intermediate,,Cash,750000,-50000,800000,Paid,Inactive
PAY02176,"May 01, 2025",May,STU0001,english,Beginner,Linda,Transfer,700000,50000,650000,Unpaid,Inactive
PAY02177,23/01/2025,January,STU0197,IELTS,Intermediate,Michael,Bank Transfer,700000,100000,600000,Unpaid,Actve
PAY02178,2025/12/12,December,STU0216,IELTS,Beginner,Jhon, Cash ,500000,50000,450000,paid,Active
PAY02179,2025-08-27,August,STU0336,english,Beginner,Michael,Bank Transfer,700000,,,Paid,Actve
PAY02180,2025/12/18,December,STU0344,english,Intermediate,John,Bank Transfer,500000,100000,400000,Unpaid,active
PAY02181,2025-11-21,November,STU0400,ENG,Advanced,Emily,,5000000,100000,4900000,paid,active
PAY02182,27/02/2025,February,STU0446,Math,Beginner,John,Bank Transfer,750000,-50000,800000,paid,active
PAY02183,2025/04/12,April,STU0021,Math,Intermediate, john ,Bank Transfer,750000,0,750000,Paid,active
PAY02184,2025/05/10,May,STU0420,English,Advanced,David,Transfer,700000,,,Unpaid,active
PAY02185,2025-08-02,August,STU0019,Math,Intermediate,John,E-Wallet,750000,50000,700000,paid,Actve
PAY02186,08/05/2025,May,STU0373,IELTS,Advanced, john ,transfer,500000,-50000,550000,Unpaid,active
PAY02187,23/08/2025,August,STU0040,Grammar,Intermediate,John,Transfer,5000000,-50000,5050000,paid,Active
PAY02188,2025-07-15,July,STU0217,english,Beginner,Michael, Cash ,700000,,,Unpaid,Active
PAY02189,2025-08-10,August,STU0156,TOEFL,Advanced,John,Bank Transfer,650000,-50000,700000,paid,Actve
PAY02190,2025/04/21,April,STU0096,Speaking,Advanced,John,E-Wallet,700000,,,Unpaid,Inactive
PAY02191,"Dec 14, 2025",December,STU0010,english,Advanced,Michael,Bank Transfer,700000,0,700000,Unpaid,Actve
PAY02192,"Nov 03, 2025",November,STU0364,Grammar,Beginner,Sarah,E-Wallet,500000,25000,475000,Unpaid,Actve
PAY02193,2025/10/29,October,STU0244,English,Intermediate,Emily,Bank Transfer,5000000,50000,4950000,Unpaid,Actve
PAY02194,2025/03/19,March,STU0088,english,Intermediate,Jhon,Cash,750000,25000,725000,paid,Active
PAY02195,2025/11/20,November,STU0383,Grammar,Intermediate,David,,5000000,50000,4950000,Unpaid,Actve
PAY02196,2025/12/12,December,STU0086,Grammar,Advanced,Jhon,transfer,500000,25000,475000,Paid,active
PAY02197,2025/10/12,October,STU0068,english,Advanced,Sarah,Cash,650000,100000,550000,Unpaid,Inactive
PAY02198,2025-04-19,April,STU0082,english,Advanced,Jhon,Bank Transfer,5000000,50000,4950000,Paid,Actve
PAY02199,"Nov 03, 2025",November,STU0341,Grammar,Advanced,SARAH,E-Wallet,700000,50000,650000,Unpaid,Inactive
PAY02200,2025/07/26,July,STU0231,IELTS,Beginner,Jhon,Bank Transfer,750000,50000,700000,Paid,active
PAY02201,26/08/2025,August,STU0215,english,Intermediate,Linda, Cash ,500000,100000,400000,Paid,Inactive
PAY02202,2025-03-12,March,STU0485,English,Intermediate,,Transfer,5000000,-50000,5050000,Paid,Actve
PAY02203,2025-12-17,December,STU0453,english,Advanced,SARAH,,700000,0,700000,Paid,Inactive
PAY02204,"Aug 23, 2025",August,STU0365,TOEFL,Intermediate,Michael,Bank Transfer,650000,25000,625000,Paid,Active
PAY02205,2025/04/16,April,STU0228,TOEFL,Beginner, john ,E-Wallet,750000,25000,725000,paid,Active
PAY02206,"Nov 06, 2025",November,STU0493,Math,Beginner,John, Cash ,650000,25000,625000,paid,Actve
PAY02207,2025/09/24,September,STU0491,Speaking,Advanced,SARAH,Cash,750000,0,750000,paid,Active
PAY02208,2025/08/13,August,STU0425,English,Intermediate,Jhon, Cash ,500000,50000,450000,paid,Actve
PAY02209,2025-08-08,August,STU0389,Math,Advanced,Michael,Bank Transfer,500000,25000,475000,Unpaid,active
PAY02210,14/03/2025,March,STU0169,Math,Intermediate, john ,,750000,25000,725000,Paid,active
PAY02211,"Jun 25, 2025",June,STU0359,Speaking,Advanced,David,E-Wallet,750000,50000,700000,Paid,Inactive
PAY02212,"Mar 17, 2025",March,STU0289,Grammar,Advanced,David,Bank Transfer,500000,25000,475000,paid,Inactive
PAY02213,"Oct 18, 2025",October,STU0151,IELTS,Advanced,Michael,Transfer,750000,,,paid,active
PAY02214,"Jul 16, 2025",July,STU0299,Speaking,Beginner,,Cash,650000,0,650000,Unpaid,active
PAY02215,2025/09/18,September,STU0498,Grammar,Advanced,Michael,E-Wallet,750000,-50000,800000,paid,active
PAY02216,"Sep 25, 2025",September,STU0446,ENG,Beginner, john ,transfer,750000,100000,650000,Paid,Active
PAY02217,25/06/2025,June,STU0143,Math,Advanced,Linda,Bank Transfer,700000,25000,675000,Unpaid,Actve
PAY02218,2025-10-19,October,STU0187,English,Intermediate,Sarah,Bank Transfer,5000000,25000,4975000,paid,Active
PAY02219,2025-05-19,May,STU0127,TOEFL,Intermediate,Michael, Cash ,500000,100000,400000,paid,Inactive
PAY02220,2025/04/27,April,STU0137,Speaking,Beginner,Linda, Cash ,650000,0,650000,Paid,Inactive
PAY02221,"Sep 25, 2025",September,STU0300,ENG,Intermediate,Sarah,E-Wallet,500000,25000,475000,Paid,active
PAY02222,2025-11-21,November,STU0043,ENG,Beginner,Sarah,E-Wallet,650000,100000,550000,paid,Inactive
PAY02223,2025/11/03,November,STU0221,Math,Advanced, john ,,700000,-50000,-750000,paid,Inactive
PAY02224,2025/10/29,October,STU0308,Speaking,Intermediate,Michael,Bank Transfer,500000,50000,450000,paid,Actve
PAY02225,"Sep 21, 2025",September,STU0128,Grammar,Intermediate,SARAH,E-Wallet,700000,50000,650000,Unpaid,Actve
PAY02226,27/02/2025,February,STU0499,ENG,Intermediate,Michael,Transfer,750000,0,750000,Paid,Actve
PAY02227,"Dec 11, 2025",December,STU0352,IELTS,Beginner,Sarah,,500000,100000,400000,Paid,Inactive
PAY02228,"Jun 07, 2025",June,STU0351,Speaking,Advanced,Linda,E-Wallet,700000,-50000,750000,paid,Inactive
PAY02229,15/06/2025,June,STU0437,IELTS,Advanced,Michael,Bank Transfer,650000,100000,550000,paid,Actve
PAY02230,2025/12/01,December,STU0242,Speaking,Intermediate,Michael,Bank Transfer,700000,25000,675000,Unpaid,active
PAY02231,2025/06/11,June,STU0391,english,Beginner,Jhon,Cash,700000,100000,600000,Unpaid,active
PAY02232,27/11/2025,November,STU0361,TOEFL,Beginner,David,Bank Transfer,750000,50000,-700000,Unpaid,Active
PAY02233,2025/06/14,June,STU0379,TOEFL,Beginner,,E-Wallet,750000,50000,700000,Unpaid,active
PAY02234,2025-02-24,February,STU0246,ENG,Beginner,Jhon, Cash ,650000,25000,625000,paid,Actve
PAY02235,"May 08, 2025",May,STU0052,English,Advanced,Emily,Bank Transfer,5000000,-50000,5050000,paid,active
PAY02236,"Aug 13, 2025",August,STU0384,Math,Intermediate,Jhon,,500000,100000,400000,Paid,Inactive
PAY02237,"Oct 29, 2025",October,STU0225,TOEFL,Intermediate,,E-Wallet,5000000,25000,4975000,paid,active
PAY02238,"Oct 13, 2025",October,STU0035,Grammar,Intermediate, john , Cash ,500000,25000,475000,Paid,Inactive
PAY02239,2025/06/14,June,STU0102,Speaking,Intermediate,, Cash ,650000,100000,550000,Paid,Inactive
PAY02240,2025/03/03,March,STU0409,English,Advanced,John,E-Wallet,750000,100000,650000,Unpaid,Active
PAY02241,2025/10/17,October,STU0168,ENG,Intermediate,,Bank Transfer,500000,-50000,550000,paid,Active
PAY02242,2025-02-08,February,STU0409,Math,Advanced, john ,E-Wallet,5000000,0,5000000,paid,Inactive
PAY02243,2025/02/07,February,STU0451,IELTS,Advanced,Emily,Cash,700000,100000,600000,Paid,active
PAY02244,2025/08/21,August,STU0004,english,Beginner,John,Transfer,500000,100000,400000,Unpaid,Actve
PAY02245,"Mar 19, 2025",March,STU0168,ENG,Advanced,Linda,,650000,-50000,700000,paid,active
PAY02246,23/10/2025,October,STU0093,Math,Beginner,SARAH,E-Wallet,650000,25000,625000,Paid,Inactive
PAY02247,"Oct 04, 2025",October,STU0476,TOEFL,Advanced,Linda,Transfer,500000,50000,450000,Unpaid,Inactive
PAY02248,"Aug 06, 2025",August,STU0014,IELTS,Intermediate,Sarah,,650000,25000,625000,Unpaid,Active
PAY02249,16/08/2025,August,STU0205,TOEFL,Beginner,Jhon,E-Wallet,750000,0,750000,Paid,Active
PAY02250,2025-03-31,March,STU0251,Grammar,Advanced,Emily,transfer,650000,25000,625000,Paid,Inactive
PAY02251,"Feb 16, 2025",February,STU0484,ENG,Beginner,John,transfer,750000,50000,700000,Unpaid,Actve
PAY02252,"Feb 21, 2025",February,STU0223,Speaking,Beginner,Sarah, Cash ,700000,50000,650000,paid,Actve
PAY02253,2025-08-30,August,STU0166,English,Beginner,Linda,Transfer,700000,,,paid,Active
PAY02254,07/03/2025,March,STU0020,English,Advanced,Linda,,650000,,,paid,active
